-5.580000000000000000e+02,-3.300000000000000000e+02,0.000000000000000000e+00
1.430000000000000000e+03,-2.520000000000000000e+02,0.000000000000000000e+00
-8.900000000000000000e+02,1.582000000000000000e+03,0.000000000000000000e+00
-1.909000000000000000e+03,-5.910000000000000000e+02,0.000000000000000000e+00
-8.120000000000000000e+02,-3.290000000000000000e+02,0.000000000000000000e+00
-2.192000000000000000e+03,-2.040000000000000000e+02,0.000000000000000000e+00
-1.358000000000000000e+03,6.030000000000000000e+02,0.000000000000000000e+00
-2.664000000000000000e+03,-7.000000000000000000e+02,0.000000000000000000e+00
1.510000000000000000e+02,1.857000000000000000e+03,0.000000000000000000e+00
-2.511000000000000000e+03,6.440000000000000000e+02,0.000000000000000000e+00
-1.980000000000000000e+03,-8.560000000000000000e+02,0.000000000000000000e+00
-1.871000000000000000e+03,-4.220000000000000000e+02,0.000000000000000000e+00
-3.000000000000000000e+00,7.120000000000000000e+02,0.000000000000000000e+00
-9.400000000000000000e+02,-3.630000000000000000e+02,0.000000000000000000e+00
-9.960000000000000000e+02,-1.050000000000000000e+02,0.000000000000000000e+00
-2.060000000000000000e+02,-6.310000000000000000e+02,0.000000000000000000e+00
-1.006000000000000000e+03,-1.010000000000000000e+02,0.000000000000000000e+00
-1.052000000000000000e+03,2.490000000000000000e+02,0.000000000000000000e+00
-8.020000000000000000e+02,1.334000000000000000e+03,0.000000000000000000e+00
-1.086000000000000000e+03,1.561000000000000000e+03,0.000000000000000000e+00
-1.305000000000000000e+03,-4.770000000000000000e+02,0.000000000000000000e+00
-8.990000000000000000e+02,3.550000000000000000e+02,0.000000000000000000e+00
-7.300000000000000000e+02,1.291000000000000000e+03,0.000000000000000000e+00
1.390000000000000000e+02,4.940000000000000000e+02,0.000000000000000000e+00
-1.336000000000000000e+03,-1.000000000000000000e+02,0.000000000000000000e+00
4.130000000000000000e+02,2.210000000000000000e+02,0.000000000000000000e+00
-2.310000000000000000e+03,-6.890000000000000000e+02,0.000000000000000000e+00
-1.577000000000000000e+03,1.152000000000000000e+03,0.000000000000000000e+00
-1.107000000000000000e+03,2.260000000000000000e+03,0.000000000000000000e+00
-3.430000000000000000e+02,1.240000000000000000e+02,0.000000000000000000e+00
-1.435000000000000000e+03,9.720000000000000000e+02,0.000000000000000000e+00
-1.240000000000000000e+03,-8.240000000000000000e+02,0.000000000000000000e+00
-4.310000000000000000e+02,1.200000000000000000e+01,0.000000000000000000e+00
1.890000000000000000e+02,-7.300000000000000000e+01,0.000000000000000000e+00
-3.859000000000000000e+03,7.890000000000000000e+02,0.000000000000000000e+00
-2.877000000000000000e+03,1.538000000000000000e+03,0.000000000000000000e+00
8.210000000000000000e+02,-4.270000000000000000e+02,0.000000000000000000e+00
-2.164000000000000000e+03,-1.397000000000000000e+03,0.000000000000000000e+00
-1.270000000000000000e+02,-2.020000000000000000e+02,0.000000000000000000e+00
-1.598000000000000000e+03,-2.430000000000000000e+02,0.000000000000000000e+00
1.088000000000000000e+03,3.460000000000000000e+02,0.000000000000000000e+00
-2.540000000000000000e+02,7.760000000000000000e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.061000000000000000e+03,0.000000000000000000e+00
-1.710000000000000000e+03,-2.150000000000000000e+02,0.000000000000000000e+00
-1.760000000000000000e+03,-7.110000000000000000e+02,0.000000000000000000e+00
1.410000000000000000e+02,-5.010000000000000000e+02,0.000000000000000000e+00
-1.079000000000000000e+03,-6.920000000000000000e+02,0.000000000000000000e+00
-1.593000000000000000e+03,7.880000000000000000e+02,0.000000000000000000e+00
-1.445000000000000000e+03,-4.820000000000000000e+02,0.000000000000000000e+00
-5.060000000000000000e+02,5.000000000000000000e+02,0.000000000000000000e+00
-2.070000000000000000e+02,1.700000000000000000e+02,0.000000000000000000e+00
-2.753000000000000000e+03,6.300000000000000000e+02,0.000000000000000000e+00
-5.010000000000000000e+02,1.018000000000000000e+03,0.000000000000000000e+00
-1.846000000000000000e+03,2.520000000000000000e+03,0.000000000000000000e+00
-2.232000000000000000e+03,7.260000000000000000e+02,0.000000000000000000e+00
-9.540000000000000000e+02,-4.870000000000000000e+02,0.000000000000000000e+00
