8.099841117858887000e+00,2.222546815872192400e+00,5.884980559349060000e-01,1.000000000000000000e+00
7.514139652252197000e+00,4.566474437713623000e+00,3.133811712265014600e+00,0.000000000000000000e+00
4.693954944610596000e+00,8.332717895507812000e+00,4.233725547790527000e+00,1.000000000000000000e+00
5.099943280220032000e-01,1.007828768342733400e-02,1.593830943107605000e+00,1.000000000000000000e+00
2.826667070388794000e+00,2.138956069946289000e+00,6.860430717468262000e+00,0.000000000000000000e+00
9.668865203857422000e+00,5.738667964935303000e+00,1.563414931297302200e+00,0.000000000000000000e+00
9.169453620910645000e+00,9.968516349792480000e+00,1.172320008277893000e+00,0.000000000000000000e+00
7.797759532928467000e+00,7.103693485260010000e+00,4.199809074401855500e+00,1.000000000000000000e+00
6.745146751403809000e+00,8.973985671997070000e+00,5.876806974411011000e-01,1.000000000000000000e+00
7.405544281005859000e+00,4.414354324340820000e+00,5.803503036499023000e+00,1.000000000000000000e+00
7.914453029632568000e+00,2.634740173816681000e-01,2.394257545471191400e+00,1.000000000000000000e+00
3.003025352954864500e-01,3.195928335189819300e+00,3.995235204696655300e+00,1.000000000000000000e+00
4.330018997192383000e+00,7.885623931884766000e+00,3.143245726823807000e-02,0.000000000000000000e+00
7.800862789154053000e+00,9.071772575378418000e+00,7.373802185058594000e+00,1.000000000000000000e+00
3.911882162094116000e+00,5.265178680419922000e+00,4.373569011688232000e+00,0.000000000000000000e+00
5.954954147338867000e+00,3.973281860351562500e+00,1.723239779472351000e+00,1.000000000000000000e+00
7.114457130432129000e+00,3.185545206069946300e+00,1.665732860565185500e+00,1.000000000000000000e+00
2.422678232192993000e+00,9.582446098327637000e+00,1.941222548484802200e+00,0.000000000000000000e+00
7.721805095672607000e+00,7.754468917846680000e+00,6.981638431549072000e+00,1.000000000000000000e+00
7.582583427429199000e-01,9.067549705505371000e+00,9.060382843017578000e+00,1.000000000000000000e+00
7.808835506439209000e+00,6.193665504455566000e+00,4.084216117858887000e+00,0.000000000000000000e+00
1.586516737937927200e+00,2.511331796646118000e+00,6.736019134521484000e+00,1.000000000000000000e+00
4.674320220947266000e+00,1.023918390274047900e-02,9.286677360534668000e+00,0.000000000000000000e+00
8.049033164978027000e+00,4.867986202239990000e+00,6.018834114074707000e+00,0.000000000000000000e+00
1.047524452209472700e+00,7.735165596008301000e+00,2.498372316360473600e+00,1.000000000000000000e+00
2.971518516540527300e+00,9.041611671447754000e+00,4.827449321746826000e+00,1.000000000000000000e+00
1.137811899185180700e+00,5.831449985504150000e+00,6.747526168823242000e+00,0.000000000000000000e+00
2.966900110244751000e+00,7.150808334350586000e+00,6.243787288665771500e+00,0.000000000000000000e+00
3.547549247741699000e+00,9.187358856201172000e+00,2.027104854583740200e+00,1.000000000000000000e+00
5.173313617706299000e+00,9.497731208801270000e+00,9.179445505142212000e-01,1.000000000000000000e+00
3.385315656661987300e+00,4.961351871490478500e+00,6.241986751556396500e+00,1.000000000000000000e+00
